KEGG
ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa05222	Small cell lung cancer	2/3	92/8637	0.000334384938804714	0.0129043765840799	0.00563845650148476	LAMB3/NFKBIA	2
hsa05145	Toxoplasmosis	2/3	111/8637	0.000486957606946411	0.0129043765840799	0.00563845650148476	LAMB3/NFKBIA	2
hsa05134	Legionellosis	1/3	56/8637	0.0193275779257828	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04920	Adipocytokine signaling pathway	1/3	69/8637	0.0237784293533594	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	1/3	70/8637	0.0241202436287959	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04622	RIG-I-like receptor signaling pathway	1/3	71/8637	0.0244619781063393	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04623	Cytosolic DNA-sensing pathway	1/3	75/8637	0.0258281182238939	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa05220	Chronic myeloid leukemia	1/3	76/8637	0.0261694538517061	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa05140	Leishmaniasis	1/3	77/8637	0.026510709737519	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04662	B cell receptor signaling pathway	1/3	84/8637	0.0288972689447456	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04512	ECM-receptor interaction	1/3	89/8637	0.030599563882231	0.0829565266338267	0.0362471417267962	LAMB3	1
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/3	89/8637	0.030599563882231	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04658	Th1 and Th2 cell differentiation	1/3	92/8637	0.0316199853194478	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04657	IL-17 signaling pathway	1/3	94/8637	0.0322998682973222	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa05215	Prostate cancer	1/3	97/8637	0.0333190959800422	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa05142	Chagas disease	1/3	102/8637	0.0350162179813736	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa05146	Amoebiasis	1/3	102/8637	0.0350162179813736	0.0829565266338267	0.0362471417267962	LAMB3	1
hsa04064	NF-kappa B signaling pathway	1/3	104/8637	0.035694510218151	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04625	C-type lectin receptor signaling pathway	1/3	104/8637	0.035694510218151	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04620	Toll-like receptor signaling pathway	1/3	108/8637	0.0370501409922996	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04659	Th17 cell differentiation	1/3	108/8637	0.0370501409922996	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04931	Insulin resistance	1/3	108/8637	0.0370501409922996	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04668	TNF signaling pathway	1/3	114/8637	0.0390812040228858	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04722	Neurotrophin signaling pathway	1/3	119/8637	0.0407715732928596	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04660	T cell receptor signaling pathway	1/3	121/8637	0.0414471655456568	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04926	Relaxin signaling pathway	1/3	129/8637	0.0441463623903048	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04380	Osteoclast differentiation	1/3	135/8637	0.0461674313356297	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04210	Apoptosis	1/3	136/8637	0.0465039989321944	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa05135	Yersinia infection	1/3	137/8637	0.0468404873456991	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa05162	Measles	1/3	138/8637	0.0471768965854594	0.0829565266338267	0.0362471417267962	NFKBIA	1
hsa04936	Alcoholic liver disease	1/3	142/8637	0.0485217419933703	0.0829565266338267	0.0362471417267962	NFKBIA	1

GO
ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0030857	negative regulation of epithelial cell differentiation	1/6	54/18614	0.0172828044411034	0.0672547916628549	0.0301080132066017	FRZB	1
BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	1/6	56/18614	0.0179180963493674	0.0672547916628549	0.0301080132066017	NFKBIA	1
BP	GO:0043331	response to dsRNA	1/6	56/18614	0.0179180963493674	0.0672547916628549	0.0301080132066017	NFKBIA	1
BP	GO:0001706	endoderm formation	1/6	57/18614	0.0182356139386497	0.0672547916628549	0.0301080132066017	LAMB3	1
BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	1/6	58/18614	0.01855304597596	0.0672547916628549	0.0301080132066017	CSRNP1	1
BP	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	1/6	62/18614	0.0198219189742737	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:1905953	negative regulation of lipid localization	1/6	64/18614	0.0204558426409455	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	1/6	65/18614	0.0207726763306574	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:2000144	positive regulation of DNA-templated transcription initiation	1/6	68/18614	0.0217226650463398	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0033344	cholesterol efflux	1/6	71/18614	0.022671885618528	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0045600	positive regulation of fat cell differentiation	1/6	71/18614	0.022671885618528	0.067984137286389	0.0304345200193151	FRZB	1
BP	GO:0060260	regulation of transcription initiation by RNA polymerase II	1/6	72/18614	0.0229881218632719	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0035567	non-canonical Wnt signaling pathway	1/6	73/18614	0.0233042728323596	0.067984137286389	0.0304345200193151	FRZB	1
BP	GO:0045109	intermediate filament organization	1/6	73/18614	0.0233042728323596	0.067984137286389	0.0304345200193151	KRT5	1
BP	GO:0061035	regulation of cartilage development	1/6	73/18614	0.0233042728323596	0.067984137286389	0.0304345200193151	FRZB	1
BP	GO:0050853	B cell receptor signaling pathway	1/6	77/18614	0.0245680243200433	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	1/6	78/18614	0.0248837491867471	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0032371	regulation of sterol transport	1/6	79/18614	0.0251993888881322	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0032374	regulation of cholesterol transport	1/6	79/18614	0.0251993888881322	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0030500	regulation of bone mineralization	1/6	80/18614	0.025514943442579	0.067984137286389	0.0304345200193151	MGP	1
BP	GO:2000142	regulation of DNA-templated transcription initiation	1/6	80/18614	0.025514943442579	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0007492	endoderm development	1/6	83/18614	0.0264610964080367	0.067984137286389	0.0304345200193151	LAMB3	1
BP	GO:0031424	keratinization	1/6	83/18614	0.0264610964080367	0.067984137286389	0.0304345200193151	KRT5	1
BP	GO:0019915	lipid storage	1/6	86/18614	0.0274064837124179	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0061053	somite development	1/6	86/18614	0.0274064837124179	0.067984137286389	0.0304345200193151	FRZB	1
BP	GO:0032370	positive regulation of lipid transport	1/6	87/18614	0.0277214427526666	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0060021	roof of mouth development	1/6	91/18614	0.0289804290970634	0.067984137286389	0.0304345200193151	CSRNP1	1
BP	GO:0009791	post-embryonic development	1/6	92/18614	0.0292949633207539	0.067984137286389	0.0304345200193151	CSRNP1	1
BP	GO:0045104	intermediate filament cytoskeleton organization	1/6	92/18614	0.0292949633207539	0.067984137286389	0.0304345200193151	KRT5	1
BP	GO:0045185	maintenance of protein location	1/6	92/18614	0.0292949633207539	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0045103	intermediate filament-based process	1/6	93/18614	0.0296094126361666	0.067984137286389	0.0304345200193151	KRT5	1
BP	GO:0002753	cytosolic pattern recognition receptor signaling pathway	1/6	95/18614	0.0302380566155073	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0014033	neural crest cell differentiation	1/6	95/18614	0.0302380566155073	0.067984137286389	0.0304345200193151	FRZB	1
BP	GO:0045638	negative regulation of myeloid cell differentiation	1/6	95/18614	0.0302380566155073	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity	1/6	96/18614	0.0305522513161012	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0008593	regulation of Notch signaling pathway	1/6	97/18614	0.0308663611817513	0.067984137286389	0.0304345200193151	NFKBIA	1
BP	GO:0070167	regulation of biomineral tissue development	1/6	101/18614	0.0321219526613777	0.0696765570508787	0.0311921671008168	MGP	1
BP	GO:0042472	inner ear morphogenesis	1/6	102/18614	0.0324356386271332	0.0696765570508787	0.0311921671008168	FRZB	1
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	1/6	109/18614	0.0346290691115133	0.0728094636284018	0.0325946782123517	NFKBIA	1
BP	GO:1901222	regulation of NIK/NF-kappaB signaling	1/6	110/18614	0.0349420777894559	0.0728094636284018	0.0325946782123517	NFKBIA	1
BP	GO:0006367	transcription initiation at RNA polymerase II promoter	1/6	111/18614	0.035255001888746	0.0728094636284018	0.0325946782123517	NFKBIA	1
BP	GO:1905954	positive regulation of lipid localization	1/6	112/18614	0.0355678414276676	0.0728094636284018	0.0325946782123517	NFKBIA	1
BP	GO:0030278	regulation of ossification	1/6	119/18614	0.0377553520450641	0.0758869266291844	0.0339723688479107	MGP	1
BP	GO:0051101	regulation of DNA binding	1/6	120/18614	0.0380675157589178	0.0758869266291844	0.0339723688479107	NFKBIA	1
BP	GO:0030282	bone mineralization	1/6	121/18614	0.0383795950768289	0.0758869266291844	0.0339723688479107	MGP	1
BP	GO:0042471	ear morphogenesis	1/6	123/18614	0.0390035005978376	0.07600963188571	0.034027300420705	FRZB	1
BP	GO:0030301	cholesterol transport	1/6	124/18614	0.0393153268374362	0.07600963188571	0.034027300420705	NFKBIA	1
BP	GO:0001704	formation of primary germ layer	1/6	127/18614	0.0402502996915475	0.0769621114981238	0.0344536978273512	LAMB3	1
BP	GO:0015918	sterol transport	1/6	138/18614	0.0436720485793506	0.0822631661176265	0.0368268257271891	NFKBIA	1
BP	GO:0090090	negative regulation of canonical Wnt signaling pathway	1/6	139/18614	0.0439826118889698	0.0822631661176265	0.0368268257271891	FRZB	1
BP	GO:0001889	liver development	1/6	142/18614	0.044913797592957	0.0822631661176265	0.0368268257271891	FRZB	1
BP	GO:0038061	NIK/NF-kappaB signaling	1/6	142/18614	0.044913797592957	0.0822631661176265	0.0368268257271891	NFKBIA	1
BP	GO:0061008	hepaticobiliary system development	1/6	145/18614	0.0458442273417139	0.0827920749215046	0.0370636028081751	FRZB	1
BP	GO:0045598	regulation of fat cell differentiation	1/6	146/18614	0.0461542026861261	0.0827920749215046	0.0370636028081751	FRZB	1
BP	GO:0006352	DNA-templated transcription initiation	1/6	153/18614	0.0483216812908377	0.0846179152324894	0.0378809783859904	NFKBIA	1
BP	GO:0032368	regulation of lipid transport	1/6	153/18614	0.0483216812908377	0.0846179152324894	0.0378809783859904	NFKBIA	1
BP	GO:0050729	positive regulation of inflammatory response	1/6	154/18614	0.0486309857657985	0.0846179152324894	0.0378809783859904	NFKBIA	1
CC	GO:0062023	collagen-containing extracellular matrix	2/6	415/19518	0.0063925473591421	0.0319627367957105	0.0134579944402991	LAMB3/MGP	2
CC	GO:0005604	basement membrane	1/6	84/19518	0.0255493144937903	0.0490905357131079	0.0206696992476244	LAMB3	1
CC	GO:0045095	keratin filament	1/6	97/19518	0.0294543214278647	0.0490905357131079	0.0206696992476244	KRT5	1
MF	GO:0005201	extracellular matrix structural constituent	2/6	167/18369	0.00120321818627311	0.0192514909803697	0.0101323636738788	LAMB3/MGP	2
MF	GO:0008139	nuclear localization sequence binding	1/6	26/18369	0.00846372200370671	0.0374498030982451	0.0197104226832869	NFKBIA	1
MF	GO:0051059	NF-kappaB binding	1/6	31/18369	0.0100844969262289	0.0374498030982451	0.0197104226832869	NFKBIA	1
MF	GO:0017147	Wnt-protein binding	1/6	32/18369	0.0104083868279869	0.0374498030982451	0.0197104226832869	FRZB	1
MF	GO:0030280	structural constituent of skin epidermis	1/6	36/18369	0.0117030634682016	0.0374498030982451	0.0197104226832869	KRT5	1
MF	GO:0005048	signal sequence binding	1/6	48/18369	0.0155786273808801	0.0415430063490136	0.0218647401836914	NFKBIA	1
MF	GO:0097110	scaffold protein binding	1/6	66/18369	0.0213682214315551	0.0488416489864118	0.0257061310454799	KRT5	1
MF	GO:0005200	structural constituent of cytoskeleton	1/6	111/18369	0.035718188604243	0.0714363772084861	0.0375980932676242	KRT5	1
